prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks
io1_l2n1n1_l5n1n1_l7n1n1,20.114,874,874,0,0,645,28,0,5
io1_l2n1n1_l5n1n1_l7n1p1,22.961,1111,1102,0,9,875,28,0,7
io1_l2n1n1_l5n1n1_l7p1n1,32.151,2876,2876,0,0,2487,28,0,14
io1_l2n1p1_l5n1p1_l7n1n1,28.311,1215,1215,0,0,831,28,0,5
io1_l2n1p1_l5n1p1_l7n1p1,30.830,1447,1438,0,9,1059,28,0,7
io1_l2n1p1_l5n1p1_l7p1n1,40.479,3207,3207,0,0,2645,28,0,14
io1_l2p1n1_l5p1n1_l7n1n1,139.135,6191,4991,0,1200,8332,28,0,16
io1_l2p1n1_l5p1n1_l7n1p1,138.720,5863,4654,0,1209,8296,28,0,16
io1_l2p1n1_l5p1n1_l7p1n1,149.715,7802,6602,0,1200,9563,28,0,20
io2_l2n1n1_l5n1n1_l7n1n1,19.971,1009,1009,0,0,797,28,0,5
io2_l2n1n1_l5n1n1_l7n1n1_d1d2,22.154,1480,1480,0,0,1336,28,0,5
io2_l2n1n1_l5n1n1_l7n1n2,23.914,1351,1351,0,0,1057,28,0,10
io2_l2n1n1_l5n1n1_l7n1n2_d1d2,22.024,1511,1511,0,0,1214,28,0,5
io2_l2n1n1_l5n1n1_l7n1p1,22.259,1252,1245,0,7,1023,28,0,7
io2_l2n1n1_l5n1n1_l7n1p1_d1d2,24.947,1650,1642,0,8,1406,28,0,7
io2_l2n1n1_l5n1n1_l7n1p2,28.169,1752,1744,0,8,1481,28,0,14
io2_l2n1n1_l5n1n1_l7n1p2_d1d2,31.116,2120,2113,0,7,1823,28,0,14
io2_l2n1n1_l5n1n1_l7p1n1,43.867,4886,4886,0,0,4323,28,0,28
io2_l2n1n1_l5n1n1_l7p1n1_d1d2,43.998,5515,5515,0,0,4386,28,0,28
io2_l2n1n1_l5n1n1_l7p2n1,43.634,4975,4975,0,0,4552,28,0,28
io2_l2n1n1_l5n1n1_l7p2n1_d1d2,63.858,8674,8674,0,0,7742,26,0,56
io2_l2n1n2_l5n1n2_l7n1n1,22.851,1135,1135,0,0,755,28,0,8
io2_l2n1n2_l5n1n2_l7n1n1_d1d2,25.306,1492,1492,0,0,1370,28,0,8
io2_l2n1n2_l5n1n2_l7n1n2,24.180,1394,1394,0,0,951,28,0,10
io2_l2n1n2_l5n1n2_l7n1n2_d1d2,25.088,1546,1546,0,0,1187,28,0,8
io2_l2n1n2_l5n1n2_l7n1p1,26.090,1385,1377,0,8,981,28,0,10
io2_l2n1n2_l5n1n2_l7n1p1_d1d2,27.244,1719,1711,0,8,1455,28,0,10
io2_l2n1n2_l5n1n2_l7n1p2,28.734,1813,1805,0,8,1375,28,0,14
io2_l2n1n2_l5n1n2_l7n1p2_d1d2,30.673,2105,2099,0,6,1829,28,0,14
io2_l2n1n2_l5n1n2_l7p1n1,44.271,4880,4880,0,0,4217,28,0,28
io2_l2n1n2_l5n1n2_l7p1n1_d1d2,45.288,5514,5514,0,0,4538,28,0,28
io2_l2n1n2_l5n1n2_l7p2n1,44.874,4984,4984,0,0,4444,28,0,28
io2_l2n1n2_l5n1n2_l7p2n1_d1d2,67.214,8719,8719,0,0,7792,28,0,56
io2_l2n1p1_l5n1p1_l7n1n1,28.024,1356,1356,0,0,986,28,0,5
io2_l2n1p1_l5n1p1_l7n1n1_d1d2,27.516,1765,1765,0,0,1328,28,0,5
io2_l2n1p1_l5n1p1_l7n1n2,32.832,1682,1682,0,0,1246,28,0,10
io2_l2n1p1_l5n1p1_l7n1n2_d1d2,29.163,1835,1835,0,0,1238,28,0,5
io2_l2n1p1_l5n1p1_l7n1p1,30.420,1562,1554,0,8,1213,28,0,7
io2_l2n1p1_l5n1p1_l7n1p1_d1d2,32.829,1999,1991,0,8,1507,28,0,7
io2_l2n1p1_l5n1p1_l7n1p2,36.684,2059,2051,0,8,1670,28,0,14
io2_l2n1p1_l5n1p1_l7n1p2_d1d2,38.447,2437,2430,0,7,1944,28,0,14
io2_l2n1p1_l5n1p1_l7p1n1,51.332,5158,5158,0,0,4477,28,0,28
io2_l2n1p1_l5n1p1_l7p1n1_d1d2,51.531,5693,5693,0,0,4571,28,0,28
io2_l2n1p1_l5n1p1_l7p2n1,51.422,5296,5296,0,0,4704,28,0,28
io2_l2n1p1_l5n1p1_l7p2n1_d1d2,76.922,9142,9142,0,0,7839,28,0,56
io2_l2n1p2_l5n1p2_l7n1n1,25.551,1362,1362,0,0,856,28,0,5
io2_l2n1p2_l5n1p2_l7n1n1_d1d2,26.364,1778,1778,0,0,1482,28,0,5
io2_l2n1p2_l5n1p2_l7n1n2,30.855,1683,1683,0,0,1116,28,0,10
io2_l2n1p2_l5n1p2_l7n1n2_d1d2,26.943,1782,1782,0,0,1326,28,0,5
io2_l2n1p2_l5n1p2_l7n1p1,29.124,1599,1591,0,8,1083,28,0,7
io2_l2n1p2_l5n1p2_l7n1p1_d1d2,30.111,1991,1983,0,8,1661,28,0,7
io2_l2n1p2_l5n1p2_l7n1p2,35.880,2081,2073,0,8,1541,28,0,14
io2_l2n1p2_l5n1p2_l7n1p2_d1d2,36.141,2445,2438,0,7,2098,28,0,14
io2_l2n1p2_l5n1p2_l7p1n1,49.902,5160,5160,0,0,4347,28,0,28
io2_l2n1p2_l5n1p2_l7p1n1_d1d2,48.064,5655,5655,0,0,4696,28,0,28
io2_l2n1p2_l5n1p2_l7p2n1,49.672,5332,5332,0,0,4575,28,0,28
io2_l2n1p2_l5n1p2_l7p2n1_d1d2,71.985,9103,9103,0,0,8096,28,0,56
io2_l2p1n1_l5p1n1_l7n1n1,84.065,7528,7528,0,0,8140,28,0,140
io2_l2p1n1_l5p1n1_l7n1n1_d1d2,122.076,16241,16241,0,0,23586,24,0,167
io2_l2p1n1_l5p1n1_l7n1n2,85.058,7788,7788,0,0,8340,28,0,142
io2_l2p1n1_l5p1n1_l7n1n2_d1d2,100.862,14841,14841,0,0,20130,26,0,92
io2_l2p1n1_l5p1n1_l7n1p1,88.451,7792,7784,0,8,8368,28,0,142
io2_l2p1n1_l5p1n1_l7n1p1_d1d2,105.161,15507,15499,0,8,18564,28,0,121
io2_l2p1n1_l5p1n1_l7n1p2,92.654,8202,8194,0,8,8762,28,0,146
io2_l2p1n1_l5p1n1_l7n1p2_d1d2,112.008,16428,16421,0,7,18852,28,0,152
io2_l2p1n1_l5p1n1_l7p1n1,115.808,13313,13313,0,0,12366,28,0,184
io2_l2p1n1_l5p1n1_l7p1n1_d1d2,122.986,18714,18714,0,0,23363,28,0,160
io2_l2p1n1_l5p1n1_l7p2n1,105.712,13184,13184,0,0,12070,28,0,160
io2_l2p1n1_l5p1n1_l7p2n1_d1d2,134.712,22334,22334,0,0,26342,28,0,164
io2_l2p2n1_l5p2n1_l7n1n1,268.298,14329,11947,0,2382,18932,28,0,26
io2_l2p2n1_l5p2n1_l7n1n1_d1d2,262.368,17521,14243,0,3278,23758,28,0,52
io2_l2p2n1_l5p2n1_l7n1n2,274.950,14267,11885,0,2382,18809,28,0,26
io2_l2p2n1_l5p2n1_l7n1n2_d1d2,266.691,17571,14293,0,3278,23696,28,0,52
io2_l2p2n1_l5p2n1_l7n1p1,270.406,14377,11987,0,2390,18971,28,0,26
io2_l2p2n1_l5p2n1_l7n1p1_d1d2,326.115,17553,14267,0,3286,23929,28,0,52
io2_l2p2n1_l5p2n1_l7n1p2,272.992,14407,12017,0,2390,18462,28,0,26
io2_l2p2n1_l5p2n1_l7n1p2_d1d2,330.897,17596,14312,0,3284,23904,28,0,52
io2_l2p2n1_l5p2n1_l7p1n1,280.110,17130,14748,0,2382,20057,28,0,34
io2_l2p2n1_l5p2n1_l7p1n1_d1d2,356.333,19685,16407,0,3278,24424,28,0,52
