prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
1,10.0,8.283,1.25,288,0,5600,9041
10,10.0,8.283,1.25,288,0,5594,9249
100,10.0,8.283,1.25,308,17,34023,39554
101,10.0,8.338,1.25,308,49,54234,59067
102,10.0,8.375,1.25,308,91,76712,78340
103,10.0,8.735,1.25,308,175,120482,117464
104,10.0,8.735,1.25,308,343,213380,194050
106,10.0,8.522,1.25,308,8,40700,55016
107,10.0,8.522,1.25,308,8,40700,55016
108,10.0,8.522,1.25,322,8,58638,67577
109,10.0,8.283,1.25,326,11,23537,31949
11,10.0,8.481,1.25,288,6,5323,12612
110,10.0,8.411,1.25,326,43,43755,51576
111,10.0,8.448,1.25,326,85,66243,71299
112,10.0,8.735,1.25,326,169,109967,110757
113,10.0,8.735,1.25,326,337,202903,188213
115,10.0,8.522,1.25,326,2,32645,49014
116,10.0,8.522,1.25,326,2,32645,49014
117,10.0,8.522,1.25,375,2,52423,63834
118,10.0,8.283,1.25,354,14,26123,33780
119,10.0,8.411,1.25,354,46,46341,53433
12,10.0,8.481,1.25,288,12,5471,13391
120,10.0,8.448,1.25,354,88,68829,73152
121,10.0,8.735,1.25,354,172,112553,112702
122,10.0,8.735,1.25,354,340,205490,190098
124,10.0,8.522,1.25,354,5,36255,51963
125,10.0,8.522,1.25,354,5,36255,51963
126,10.0,8.522,1.25,382,5,54753,65370
127,10.0,8.283,1.25,354,18,29001,35961
128,10.0,8.411,1.25,354,50,49219,55675
129,10.0,8.448,1.25,354,92,71707,75370
13,10.0,8.481,1.25,288,24,5697,14942
130,10.0,8.735,1.25,354,176,115431,114864
131,10.0,8.735,1.25,354,344,208367,192260
133,10.0,8.522,1.25,354,9,38877,53838
134,10.0,8.522,1.25,354,9,38877,53838
135,10.0,8.522,1.25,382,9,57607,67644
136,10.0,8.283,1.25,354,26,34767,40227
137,10.0,8.411,1.25,354,58,54985,59831
138,10.0,8.448,1.25,354,100,77473,79505
139,10.0,8.735,1.25,354,184,121197,119019
14,10.0,8.412,1.25,288,48,6197,19108
140,10.0,8.735,1.25,354,352,214165,196431
142,10.0,8.522,1.25,354,17,44899,58244
143,10.0,8.522,1.25,354,17,44899,58244
144,10.0,8.522,1.25,382,17,62093,70630
145,10.0,8.283,1.25,397,2,22133,31340
146,10.0,8.454,1.25,397,10,24953,37309
147,10.0,8.472,1.25,397,20,28171,42386
148,10.0,8.588,1.25,397,40,34133,53063
