prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks,freq(MHz)
io1_l2n1n1_l4n1n1,17.103,654,654,0,0,498,16,0,5,100.000
io1_l2n1n1_l4n1p1,17.465,689,680,0,9,538,16,0,5,100.000
io1_l2n1n1_l4p1n1,26.563,4135,4135,0,0,4204,16,0,5,100.000
io1_l2n1p1_l4n1n1,23.615,786,786,0,0,604,16,0,5,100.000
io1_l2n1p1_l4n1p1,23.602,841,832,0,9,629,16,0,5,100.000
io1_l2n1p1_l4p1n1,33.672,3973,3973,0,0,4278,16,0,5,100.000
io1_l2p1n1_l4n1n1,120.851,3574,2974,0,600,5825,16,0,16,100.000
io1_l2p1n1_l4n1p1,125.234,3652,3043,0,609,5839,16,0,16,100.000
io1_l2p1n1_l4p1n1,140.179,6984,6384,0,600,10224,16,0,16,100.000
io2_l2n1n1_l4n1n1,16.347,721,721,0,0,535,16,0,5,100.000
io2_l2n1n1_l4n1n1_d1d2,18.075,975,975,0,0,812,16,0,5,100.000
io2_l2n1n1_l4n1n2,20.587,1038,1038,0,0,750,16,0,10,100.000
io2_l2n1n1_l4n1n2_d1d2,17.536,980,980,0,0,675,16,0,5,100.000
io2_l2n1n1_l4n1p1,15.951,784,784,0,0,562,16,0,5,100.000
io2_l2n1n1_l4n1p1_d1d2,18.225,1014,1014,0,0,809,16,0,5,100.000
io2_l2n1n1_l4n1p2,21.111,1064,1057,0,7,818,16,0,10,100.000
io2_l2n1n1_l4n1p2_d1d2,22.547,1245,1238,0,7,954,16,0,10,100.000
io2_l2n1n1_l4p1n1,29.246,3896,3896,0,0,4744,16,0,10,100.000
io2_l2n1n1_l4p1n1_d1d2,36.918,4457,4457,0,0,4349,16,0,18,100.000
io2_l2n1n1_l4p2n1,36.296,6720,6720,0,0,7922,16,0,10,100.000
io2_l2n1n1_l4p2n1_d1d2,42.893,6624,6624,0,0,9058,16,0,20,100.000
io2_l2n1n2_l4n1n1,19.002,805,805,0,0,647,16,0,8,100.000
io2_l2n1n2_l4n1n1_d1d2,21.194,1053,1053,0,0,959,16,0,8,100.000
io2_l2n1n2_l4n1n2,21.396,1071,1071,0,0,811,16,0,10,100.000
io2_l2n1n2_l4n1n2_d1d2,20.942,1041,1041,0,0,855,16,0,8,100.000
io2_l2n1n2_l4n1p1,19.880,875,875,0,0,679,16,0,8,100.000
io2_l2n1n2_l4n1p1_d1d2,22.182,1091,1091,0,0,970,16,0,8,100.000
io2_l2n1n2_l4n1p2,22.387,1078,1071,0,7,879,16,0,10,100.000
io2_l2n1n2_l4n1p2_d1d2,23.224,1248,1241,0,7,1070,16,0,10,100.000
io2_l2n1n2_l4p1n1,30.854,4131,4131,0,0,4719,16,0,10,100.000
io2_l2n1n2_l4p1n1_d1d2,39.394,4581,4581,0,0,4405,16,0,18,100.000
io2_l2n1n2_l4p2n1,37.035,6547,6547,0,0,8949,16,0,10,100.000
io2_l2n1n2_l4p2n1_d1d2,45.076,6577,6577,0,0,9147,16,0,20,100.000
io2_l2n1p1_l4n1n1,23.452,845,845,0,0,634,16,0,5,100.000
io2_l2n1p1_l4n1n1_d1d2,23.692,1125,1125,0,0,856,16,0,5,100.000
io2_l2n1p1_l4n1n2,28.703,1194,1194,0,0,862,16,0,10,100.000
io2_l2n1p1_l4n1n2_d1d2,24.536,1151,1151,0,0,820,16,0,5,100.000
io2_l2n1p1_l4n1p1,23.352,934,934,0,0,663,16,0,5,100.000
io2_l2n1p1_l4n1p1_d1d2,23.880,1217,1217,0,0,948,16,0,5,100.000
io2_l2n1p1_l4n1p2,28.983,1209,1201,0,8,930,16,0,10,100.000
io2_l2n1p1_l4n1p2_d1d2,28.566,1385,1378,0,7,1097,16,0,10,100.000
io2_l2n1p1_l4p1n1,37.229,3973,3973,0,0,4821,16,0,10,100.000
io2_l2n1p1_l4p1n1_d1d2,41.703,4583,4583,0,0,4414,16,0,18,100.000
io2_l2n1p1_l4p2n1,41.377,6686,6686,0,0,8929,16,0,10,100.000
io2_l2n1p1_l4p2n1_d1d2,48.935,6280,6280,0,0,9213,16,0,20,100.000
io2_l2n1p2_l4n1n1,21.609,886,886,0,0,664,16,0,5,100.000
io2_l2n1p2_l4n1n1_d1d2,22.104,1147,1147,0,0,977,16,0,5,100.000
io2_l2n1p2_l4n1n2,25.342,1208,1208,0,0,923,16,0,10,100.000
io2_l2n1p2_l4n1n2_d1d2,23.011,1275,1275,0,0,991,16,0,5,100.000
io2_l2n1p2_l4n1p1,21.486,963,963,0,0,693,16,0,5,100.000
