prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
1,10.0,5.673,1.25,0,3,122,302
10,10.0,8.087,1.25,0,81,2775,8197
11,10.0,6.122,1.25,0,3,123,336
12,10.0,6.329,1.25,0,6,271,714
13,10.0,6.853,1.25,0,6,158,516
14,10.0,6.404,1.25,0,15,636,1300
15,10.0,8.536,1.25,0,6,367,791
16,10.0,8.087,1.25,0,39,940,1372
17,10.0,7.356,1.25,0,78,1523,2467
18,10.0,7.356,1.25,0,132,2120,4029
19,10.0,7.356,1.25,0,132,2525,5223
2,10.0,6.122,1.25,0,3,270,663
20,10.0,7.356,1.25,0,132,3337,7660
21,10.0,6.065,1.25,0,3,126,328
22,10.0,6.065,1.25,0,6,187,591
23,10.0,6.796,1.25,0,9,160,565
24,10.0,6.065,1.25,0,9,357,958
25,10.0,8.479,1.25,0,9,386,892
26,10.0,7.748,1.25,0,48,998,1789
27,10.0,7.356,1.25,0,84,1606,2298
28,10.0,7.356,1.25,0,192,2230,4719
29,10.0,7.356,1.25,0,267,2951,7436
3,10.0,6.404,1.25,0,3,151,411
30,10.0,7.356,1.25,0,375,4167,11234
31,10.0,6.138,1.25,0,3,129,349
32,10.0,6.138,1.25,0,6,188,690
33,10.0,6.869,1.25,0,9,162,700
34,10.0,6.138,1.25,0,9,358,1164
35,10.0,8.552,1.25,0,9,350,1128
36,10.0,7.821,1.25,0,48,1032,2122
37,10.0,8.087,1.25,0,102,2330,4438
38,10.0,7.356,1.25,0,186,2974,4514
39,10.0,7.356,1.25,0,333,4289,8735
4,10.0,5.673,1.25,0,6,335,753
40,10.0,7.356,1.25,0,615,6583,15804
41,10.0,6.162,1.25,0,3,131,382
42,10.0,6.162,1.25,0,6,189,876
43,10.0,6.893,1.25,0,9,163,964
44,10.0,6.162,1.25,0,9,358,1566
45,10.0,8.576,1.25,0,9,347,1600
46,10.0,7.845,1.25,0,48,959,3043
47,10.0,8.087,1.25,0,102,2418,5624
48,10.0,8.087,1.25,0,210,3973,10759
49,10.0,7.356,1.25,0,375,5601,8846
5,10.0,8.087,1.25,0,3,289,606
50,10.0,7.356,1.25,0,645,7903,16933
6,10.0,7.356,1.25,0,27,850,1384
7,10.0,8.087,1.25,0,27,996,1650
8,10.0,8.087,1.25,0,54,1490,2906
9,10.0,8.087,1.25,0,54,1945,4435
