prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
1,10.0,8.283,1.25,36,328,17255,33237
10,10.0,8.283,1.25,36,346,24590,42260
100,10.0,8.75,1.25,160,1874,105977,172743
101,10.0,8.75,1.25,160,1835,101120,159504
102,10.0,8.75,1.25,180,1882,104742,162784
103,10.0,8.75,1.25,160,1846,102813,164357
104,10.0,8.75,1.25,160,1874,105930,173301
105,10.0,8.75,1.25,160,1835,101214,160416
106,10.0,8.75,1.25,180,1882,104836,163688
107,10.0,8.75,1.25,160,1846,102907,165341
108,10.0,8.75,1.25,160,1874,106024,174217
109,10.0,8.75,1.25,160,1835,102255,162449
11,10.0,8.283,1.25,36,331,25303,42144
110,10.0,8.75,1.25,180,1882,105877,165737
111,10.0,8.75,1.25,160,1846,103948,167362
112,10.0,8.75,1.25,160,1874,107065,176306
113,10.0,8.75,1.25,160,1835,116162,174173
114,10.0,8.75,1.25,180,1882,119784,177419
115,10.0,8.75,1.25,160,1846,117471,179228
116,10.0,8.75,1.25,160,1874,119948,187924
117,10.0,8.75,1.25,160,1835,116115,174665
118,10.0,8.75,1.25,180,1882,119737,177879
119,10.0,8.75,1.25,160,1846,117424,179788
12,10.0,8.283,1.25,36,328,31692,48389
120,10.0,8.75,1.25,160,1874,119901,188400
121,10.0,8.75,1.25,160,1835,116209,175633
122,10.0,8.75,1.25,180,1882,119831,178947
123,10.0,8.75,1.25,160,1846,117518,180692
124,10.0,8.75,1.25,160,1874,119995,189332
125,10.0,8.75,1.25,160,1835,116354,177517
126,10.0,8.75,1.25,180,1882,119976,180823
127,10.0,8.75,1.25,160,1846,117663,182552
128,10.0,8.75,1.25,160,1874,120140,191264
129,10.0,8.283,1.25,60,328,18271,33719
13,10.0,8.283,1.25,36,328,17443,37151
130,10.0,8.283,1.25,92,358,30608,44092
131,10.0,8.283,1.25,96,446,51321,65929
132,10.0,8.283,1.25,60,495,63699,80769
133,10.0,8.283,1.25,60,328,19070,34205
134,10.0,8.283,1.25,92,358,31407,44652
135,10.0,8.283,1.25,96,446,52120,66421
136,10.0,8.283,1.25,60,495,64498,81347
137,10.0,8.283,1.25,60,328,19902,35103
138,10.0,8.283,1.25,92,358,32239,45590
139,10.0,8.283,1.25,96,446,52952,67419
14,10.0,8.283,1.25,36,346,24671,44507
140,10.0,8.283,1.25,60,495,65202,82331
141,10.0,8.283,1.25,60,328,21549,37106
142,10.0,8.283,1.25,92,358,33886,47533
143,10.0,8.283,1.25,96,446,54343,69422
144,10.0,8.283,1.25,60,495,66977,84278
145,10.0,8.75,1.25,258,1885,100615,162349
146,10.0,8.75,1.25,274,1885,102137,163508
147,10.0,8.75,1.25,288,1951,114208,176392
148,10.0,8.75,1.25,258,2000,126116,191164
149,10.0,8.75,1.25,258,1885,100646,162759
15,10.0,8.283,1.25,36,331,25384,44375
150,10.0,8.75,1.25,274,1885,102172,164040
151,10.0,8.75,1.25,288,1951,114242,176818
152,10.0,8.75,1.25,258,2000,126147,191598
153,10.0,8.75,1.25,258,1885,101478,163848
154,10.0,8.75,1.25,274,1885,103004,165007
155,10.0,8.75,1.25,288,1951,115074,177793
156,10.0,8.75,1.25,258,2000,126851,192518
157,10.0,8.75,1.25,258,1885,103125,165717
158,10.0,8.75,1.25,274,1885,104651,166897
159,10.0,8.75,1.25,288,1951,116721,179680
16,10.0,8.283,1.25,36,328,31773,50610
160,10.0,8.75,1.25,258,2000,128498,194401
161,10.0,8.75,1.25,258,1885,114932,170222
162,10.0,8.75,1.25,286,1885,115618,171513
163,10.0,8.75,1.25,278,1951,124473,184083
164,10.0,8.75,1.25,258,2000,134979,198788
165,10.0,8.75,1.25,258,1885,114963,170698
166,10.0,8.75,1.25,286,1885,115649,171947
167,10.0,8.75,1.25,278,1951,124508,184517
168,10.0,8.75,1.25,258,2000,135010,199238
169,10.0,8.75,1.25,258,1885,115027,171563
17,10.0,8.75,1.25,152,1833,84281,144255
170,10.0,8.75,1.25,286,1885,115713,172783
171,10.0,8.75,1.25,278,1951,124572,185369
172,10.0,8.75,1.25,258,2000,135074,200086
173,10.0,8.75,1.25,258,1885,116674,173454
174,10.0,8.75,1.25,286,1885,117360,174666
175,10.0,8.75,1.25,278,1951,126219,187288
176,10.0,8.75,1.25,258,2000,136721,201993
177,10.0,8.75,1.25,208,1885,133812,185966
178,10.0,8.75,1.25,240,1885,134500,187262
179,10.0,8.75,1.25,244,1951,143365,199798
18,10.0,8.75,1.25,152,1829,88299,150425
180,10.0,8.75,1.25,208,2000,151171,214107
181,10.0,8.75,1.25,208,1885,133843,186406
182,10.0,8.75,1.25,240,1885,134531,187644
183,10.0,8.75,1.25,244,1951,143396,200221
184,10.0,8.75,1.25,208,2000,151202,214478
185,10.0,8.75,1.25,208,1885,133907,187346
186,10.0,8.75,1.25,240,1885,134595,188532
187,10.0,8.75,1.25,244,1951,143460,201137
188,10.0,8.75,1.25,208,2000,151266,215314
189,10.0,8.75,1.25,208,1885,134018,189071
19,10.0,8.75,1.25,152,1803,86069,149754
190,10.0,8.75,1.25,240,1885,134706,190333
191,10.0,8.75,1.25,244,1951,143571,202858
192,10.0,8.75,1.25,208,2000,151377,217147
193,10.0,8.283,1.25,60,328,18385,34776
194,10.0,8.283,1.25,114,383,32118,46671
195,10.0,8.283,1.25,162,445,48788,64403
196,10.0,8.283,1.25,168,676,92505,108583
197,10.0,8.283,1.25,76,328,19317,35482
198,10.0,8.283,1.25,114,383,32602,47485
199,10.0,8.283,1.25,162,445,49720,64979
2,10.0,8.283,1.25,36,346,24483,40630
20,10.0,8.75,1.25,152,1789,88672,155084
200,10.0,8.283,1.25,168,676,93437,109209
201,10.0,8.283,1.25,76,328,20268,36394
202,10.0,8.283,1.25,114,383,33361,48388
203,10.0,8.283,1.25,162,445,50671,65881
204,10.0,8.283,1.25,168,676,94388,110127
205,10.0,8.283,1.25,76,328,22155,38132
206,10.0,8.283,1.25,114,383,35248,50126
207,10.0,8.283,1.25,162,445,52558,67735
208,10.0,8.283,1.25,168,676,96403,112140
209,10.0,8.75,1.25,302,1937,105951,172519
21,10.0,8.75,1.25,152,1833,84330,144825
210,10.0,8.75,1.25,320,1948,108215,174373
211,10.0,8.75,1.25,352,1959,113061,177307
212,10.0,8.75,1.25,376,2181,154660,219364
213,10.0,8.75,1.25,302,1937,105987,173026
214,10.0,8.75,1.25,320,1948,108251,174896
215,10.0,8.75,1.25,352,1959,113104,177824
216,10.0,8.75,1.25,376,2181,154696,219879
217,10.0,8.75,1.25,302,1937,106938,173935
218,10.0,8.75,1.25,320,1948,109138,175782
219,10.0,8.75,1.25,352,1959,114055,178764
22,10.0,8.75,1.25,152,1829,88348,151036
220,10.0,8.75,1.25,376,2181,155647,220765
221,10.0,8.75,1.25,302,1937,108825,175658
222,10.0,8.75,1.25,320,1948,111025,177524
223,10.0,8.75,1.25,352,1959,115942,180522
224,10.0,8.75,1.25,376,2181,157534,222987
225,10.0,8.75,1.25,368,2239,162059,233616
226,10.0,8.75,1.25,386,2239,163273,235222
227,10.0,8.75,1.25,422,2239,164692,238224
228,10.0,8.75,1.25,432,2250,178471,246432
229,10.0,8.75,1.25,368,2239,162031,234085
23,10.0,8.75,1.25,152,1803,86118,150340
230,10.0,8.75,1.25,386,2239,163309,235700
231,10.0,8.75,1.25,422,2239,164728,238670
232,10.0,8.75,1.25,432,2250,178509,247166
233,10.0,8.75,1.25,368,2239,162086,234906
234,10.0,8.75,1.25,386,2239,163364,236512
235,10.0,8.75,1.25,422,2239,164783,239770
236,10.0,8.75,1.25,432,2250,178564,248022
237,10.0,8.75,1.25,368,2239,163973,236971
238,10.0,8.75,1.25,386,2239,165251,238586
239,10.0,8.75,1.25,422,2239,166670,241624
24,10.0,8.75,1.25,152,1789,88721,155654
240,10.0,8.75,1.25,432,2250,180451,250044
241,10.0,8.75,1.25,368,2060,168728,212513
242,10.0,8.75,1.25,386,2060,169686,214411
243,10.0,8.75,1.25,430,2060,170022,216894
244,10.0,8.75,1.25,432,2181,187104,242701
